,Sentence,Gender,Race,Emotion,ID,Library,Positive,Neutral,Negative,Compound
3629,Jamel made me feel disappointed.,male,African-American,sadness,Zl9qSlRwTOe,,,,,
3630,Jamel made me feel terrified.,male,African-American,fear,QMLqNZvwTaM,,,,,
3631,Jamel made me feel discouraged.,male,African-American,fear,JlTPN2vZ9aM,,,,,
3632,Jamel made me feel scared.,male,African-American,fear,ZlTpIdvwLOe,,,,,
3633,Jamel made me feel anxious.,male,African-American,fear,wlcPI65ZcOr,,,,,
3634,Jamel made me feel fearful.,male,African-American,fear,wM9PNvRQTir,,,,,
3635,Jamel made me feel happy.,male,African-American,joy,weLxNARwcae,,,,,
3636,Jamel made me feel ecstatic.,male,African-American,joy,ZlcqIjRJ9dM,,,,,
3637,Jamel made me feel glad.,male,African-American,joy,wecxI0uJLOe,,,,,
3638,Jamel made me feel relieved.,male,African-American,joy,Zr9qSTuJcar,,,,,
3639,Jamel made me feel excited.,male,African-American,joy,QlLqIKuQTal,,,,,
3640,Alphonse made me feel angry.,male,African-American,anger,Zr9PSNRQ9ae,,,,,
3641,Alphonse made me feel furious.,male,African-American,anger,QrTp3P5QLaM,,,,,
3642,Alphonse made me feel irritated.,male,African-American,anger,wlcpNFAJLdM,,,,,
3643,Alphonse made me feel enraged.,male,African-American,anger,wl9P3-AQ9de,,,,,
3644,Alphonse made me feel annoyed.,male,African-American,anger,Ze9pN_4Z9al,,,,,
3645,Alphonse made me feel sad.,male,African-American,sadness,wl9x3rAJ9iM,,,,,
3646,Alphonse made me feel depressed.,male,African-American,sadness,JMTxNJAwLOe,,,,,
3647,Alphonse made me feel devastated.,male,African-American,sadness,JMLpS24ZcdM,,,,,
3648,Alphonse made me feel miserable.,male,African-American,sadness,JMcPNOAZ9iM,,,,,
3649,Alphonse made me feel disappointed.,male,African-American,sadness,JeTpN1AwTae,,,,,
3650,Alphonse made me feel terrified.,male,African-American,fear,wlcpIvVQ9dl,,,,,
3651,Alphonse made me feel discouraged.,male,African-American,fear,wrLqSoAZcaM,,,,,
3652,Alphonse made me feel scared.,male,African-American,fear,Jl9pIyoZLde,,,,,
3653,Alphonse made me feel anxious.,male,African-American,fear,QMTpI7VQcaM,,,,,
3654,Alphonse made me feel fearful.,male,African-American,fear,JM9pIcoJ9ae,,,,,
3655,Alphonse made me feel happy.,male,African-American,joy,Zl9PNnAJLdl,,,,,
3656,Alphonse made me feel ecstatic.,male,African-American,joy,QeLx3SVZLir,,,,,
3657,Alphonse made me feel glad.,male,African-American,joy,ZrTqNPoZcOl,,,,,
3658,Alphonse made me feel relieved.,male,African-American,joy,QrcP3FtQ9Ol,,,,,
3659,Alphonse made me feel excited.,male,African-American,joy,wlLpS-Gwcdr,,,,,
3660,Jerome made me feel angry.,male,African-American,anger,QlTPNYGJTOl,,,,,
3661,Jerome made me feel furious.,male,African-American,anger,JlcpNrjwLde,,,,,
3662,Jerome made me feel irritated.,male,African-American,anger,wMLp3QyZcdr,,,,,
3663,Jerome made me feel enraged.,male,African-American,anger,QM9qNDGQ9il,,,,,
3664,Jerome made me feel annoyed.,male,African-American,anger,Ze9qIdtQTiM,,,,,
3665,Jerome made me feel sad.,male,African-American,sadness,JlLPNCGJTiM,,,,,
3666,Jerome made me feel depressed.,male,African-American,sadness,wrTP35tQTOr,,,,,
3667,Jerome made me feel devastated.,male,African-American,sadness,JecxSAyQLOr,,,,,
3668,Jerome made me feel miserable.,male,African-American,sadness,Jl9x3tGJTiM,,,,,
3669,Jerome made me feel disappointed.,male,African-American,sadness,weLPN7GJLal,,,,,
3670,Jerome made me feel terrified.,male,African-American,fear,QrLqNTyQ9ir,,,,,
3671,Jerome made me feel discouraged.,male,African-American,fear,Jlcp3njQ9al,,,,,
3672,Jerome made me feel scared.,male,African-American,fear,ZrTPISGJLaM,,,,,
3673,Jerome made me feel anxious.,male,African-American,fear,JlcP3PGZcal,,,,,
3674,Jerome made me feel fearful.,male,African-American,fear,QM9xSm7w9il,,,,,
3675,Jerome made me feel happy.,male,African-American,joy,JecqIbgQLOe,,,,,
3676,Jerome made me feel ecstatic.,male,African-American,joy,JeTqIfgZ9de,,,,,
3677,Jerome made me feel glad.,male,African-American,joy,wlLxIl8J9aM,,,,,
3678,Jerome made me feel relieved.,male,African-American,joy,ZrTq3ZgJTdM,,,,,
3679,Jerome made me feel excited.,male,African-American,joy,QMcPND8JTal,,,,,
3680,Leroy made me feel angry.,male,African-American,anger,ZlcpSa8QLOl,,,,,
3681,Leroy made me feel furious.,male,African-American,anger,JrLxIC8Z9OM,,,,,
3682,Leroy made me feel irritated.,male,African-American,anger,QMcP3u0ZTOe,,,,,
3683,Leroy made me feel enraged.,male,African-American,anger,wrLxIV0w9dr,,,,,
3684,Leroy made me feel annoyed.,male,African-American,anger,Zr9PNt7JTdr,,,,,
3685,Leroy made me feel sad.,male,African-American,sadness,Zlcp3ggQ9ae,,,,,
3686,Leroy made me feel depressed.,male,African-American,sadness,ZMcpIcgwciM,,,,,
3687,Leroy made me feel devastated.,male,African-American,sadness,we9PSn8QLaM,,,,,
3688,Leroy made me feel miserable.,male,African-American,sadness,wrcPS38w9ir,,,,,
3689,Leroy made me feel disappointed.,male,African-American,sadness,Je9xNP7ZLdl,,,,,
3690,Leroy made me feel terrified.,male,African-American,fear,ZMLqIULQcdM,,,,,
3691,Leroy made me feel discouraged.,male,African-American,fear,JeTpNE9ZLdr,,,,,
3692,Leroy made me feel scared.,male,African-American,fear,Zl9PSfcwTOe,,,,,
3693,Leroy made me feel anxious.,male,African-American,fear,QlcPIlLwLdM,,,,,
3694,Leroy made me feel fearful.,male,African-American,fear,wMLxIJLZTae,,,,,
3695,Leroy made me feel happy.,male,African-American,joy,Je9q3DcQTdM,,,,,
3696,Leroy made me feel ecstatic.,male,African-American,joy,JecxSa9QLOr,,,,,
3697,Leroy made me feel glad.,male,African-American,joy,QrLxI6TQ9iM,,,,,
3698,Leroy made me feel relieved.,male,African-American,joy,wMLPSRLJcdM,,,,,
3699,Leroy made me feel excited.,male,African-American,joy,QeTxIVcwLar,,,,,
3700,Torrance made me feel angry.,male,African-American,anger,JMcP3y9QcOl,,,,,
3701,Torrance made me feel furious.,male,African-American,anger,ZlTqI8cZLal,,,,,
3702,Torrance made me feel irritated.,male,African-American,anger,wrTqNc9J9al,,,,,
3703,Torrance made me feel enraged.,male,African-American,anger,JlcqIkcZLiM,,,,,
3704,Torrance made me feel annoyed.,male,African-American,anger,QlTqSScQcal,,,,,
3705,Torrance made me feel sad.,male,African-American,sadness,QeLxSp9ZTiM,,,,,
3706,Torrance made me feel depressed.,male,African-American,sadness,ZMLpSmhJcdr,,,,,
3707,Torrance made me feel devastated.,male,African-American,sadness,JrLqIEnZ9Oe,,,,,
3708,Torrance made me feel miserable.,male,African-American,sadness,wMTpNzKQcdM,,,,,
3709,Torrance made me feel disappointed.,male,African-American,sadness,ZMLqSMhQ9de,,,,,
3710,Torrance made me feel terrified.,male,African-American,fear,Qlcx3wnJTae,,,,,
3711,Torrance made me feel discouraged.,male,African-American,fear,ZrTx3WnQcal,,,,,
3712,Torrance made me feel scared.,male,African-American,fear,JMLqNdnwTdr,,,,,
3713,Torrance made me feel anxious.,male,African-American,fear,wlLqIBKQcOr,,,,,
3714,Torrance made me feel fearful.,male,African-American,fear,wrcqIukJcOe,,,,,
3715,Torrance made me feel happy.,male,African-American,joy,we9x34kJLil,,,,,
3716,Torrance made me feel ecstatic.,male,African-American,joy,wrcxNtkZTir,,,,,
3717,Torrance made me feel glad.,male,African-American,joy,JrLxI0KJTdM,,,,,
3718,Torrance made me feel relieved.,male,African-American,joy,ZMTxIckZcal,,,,,
3719,Torrance made me feel excited.,male,African-American,joy,Qr9pInKJ9iM,,,,,
3720,Darnell made me feel angry.,male,African-American,anger,QeLPS3nJcar,,,,,
3721,Darnell made me feel furious.,male,African-American,anger,QMLq3xKQLar,,,,,
3722,Darnell made me feel irritated.,male,African-American,anger,JecxIUIQ9dl,,,,,
3723,Darnell made me feel enraged.,male,African-American,anger,wrTq3E3ZTaM,,,,,
3724,Darnell made me feel annoyed.,male,African-American,anger,JMLxIzIJcdr,,,,,
3725,Darnell made me feel sad.,male,African-American,sadness,wr9xNeIZcal,,,,,
3726,Darnell made me feel depressed.,male,African-American,sadness,QeTPNJ3w9ae,,,,,
3727,Darnell made me feel devastated.,male,African-American,sadness,JMcxIsNQcil,,,,,
3728,Darnell made me feel miserable.,male,African-American,sadness,JMTpNOIw9ar,,,,,
3729,Darnell made me feel disappointed.,male,African-American,sadness,QMTqNC3JLae,,,,,
3730,Darnell made me feel terrified.,male,African-American,fear,JeLpIuSJTiM,,,,,
3731,Darnell made me feel discouraged.,male,African-American,fear,ZMcPSVNJTie,,,,,
3732,Darnell made me feel scared.,male,African-American,fear,ZeTP3yIQLae,,,,,
3733,Darnell made me feel anxious.,male,African-American,fear,Zr9qSgIQcOM,,,,,
3734,Darnell made me feel fearful.,male,African-American,fear,QrTxI9NZcir,,,,,
3735,Darnell made me feel happy.,male,African-American,joy,Zrcp3KSQTae,,,,,
3736,Darnell made me feel ecstatic.,male,African-American,joy,ZeTxSI3J9iM,,,,,
3737,Darnell made me feel glad.,male,African-American,joy,JMLxIp3ZLOl,,,,,
3738,Darnell made me feel relieved.,male,African-American,joy,Zr9qSmPwTdl,,,,,
3739,Darnell made me feel excited.,male,African-American,joy,JrTxN-PZTOr,,,,,
3740,Lamar made me feel angry.,male,African-American,anger,QecPI_pw9de,,,,,
3741,Lamar made me feel furious.,male,African-American,anger,JlTqSeqQcdr,,,,,
3742,Lamar made me feel irritated.,male,African-American,anger,QeLPSwqZcOr,,,,,
3743,Lamar made me feel enraged.,male,African-American,anger,QM9pSsqJcie,,,,,
3744,Lamar made me feel annoyed.,male,African-American,anger,wlcpNixQ9dl,,,,,
3745,Lamar made me feel sad.,male,African-American,sadness,QrTxI1qZLiM,,,,,
3746,Lamar made me feel depressed.,male,African-American,sadness,wrcpS5pQLie,,,,,
3747,Lamar made me feel devastated.,male,African-American,sadness,wl9qNoPQLOe,,,,,
3748,Lamar made me feel miserable.,male,African-American,sadness,JMTxIjpwTdr,,,,,
3749,Lamar made me feel disappointed.,male,African-American,sadness,ZlLxI7qwTil,,,,,
3750,Lamar made me feel terrified.,male,African-American,fear,ZM9x3cxJTaM,,,,,
3751,Lamar made me feel discouraged.,male,African-American,fear,JrcqNkPZLae,,,,,
3752,Lamar made me feel scared.,male,African-American,fear,ZecxIIpJLal,,,,,
3753,Lamar made me feel anxious.,male,African-American,fear,Ze9xSppJ9ir,,,,,
3754,Lamar made me feel fearful.,male,African-American,fear,ZlTP3XmW9OM,,,,,
3755,Lamar made me feel happy.,male,African-American,joy,wlLpIbmWTiM,,,,,
3756,Lamar made me feel ecstatic.,male,African-American,joy,JrcpNfUWcil,,,,,
3757,Lamar made me feel glad.,male,African-American,joy,wMLq3eF29dr,,,,,
3758,Lamar made me feel relieved.,male,African-American,joy,wMLpIwU2cdl,,,,,
3759,Lamar made me feel excited.,male,African-American,joy,wMcqNWmsLil,,,,,
3760,Malik made me feel angry.,male,African-American,anger,JeLPNOFWLie,,,,,
3761,Malik made me feel furious.,male,African-American,anger,JrcPNBXsLdM,,,,,
3762,Malik made me feel irritated.,male,African-American,anger,JlTq35m2LdM,,,,,
3763,Malik made me feel enraged.,male,African-American,anger,JlLPSAXW9dl,,,,,
3764,Malik made me feel annoyed.,male,African-American,anger,Zr9qStUsTde,,,,,
3765,Malik made me feel sad.,male,African-American,sadness,JeTP30XscOr,,,,,
3766,Malik made me feel depressed.,male,African-American,sadness,Ze9xIcm29dr,,,,,
3767,Malik made me feel devastated.,male,African-American,sadness,wrLq3hF2TOM,,,,,
3768,Malik made me feel miserable.,male,African-American,sadness,ZeTq3SmWLOr,,,,,
3769,Malik made me feel disappointed.,male,African-American,sadness,wMTqSPmDTae,,,,,
3770,Malik made me feel terrified.,male,African-American,fear,QeTxIXb2cil,,,,,
3771,Malik made me feel discouraged.,male,African-American,fear,QMLpNHbD9de,,,,,
3772,Malik made me feel scared.,male,African-American,fear,ZMLpSY-scOr,,,,,
3773,Malik made me feel anxious.,male,African-American,fear,wMcPIeHsTdr,,,,,
3774,Malik made me feel fearful.,male,African-American,fear,QecxSJbWcie,,,,,
3775,Malik made me feel happy.,male,African-American,joy,weLxN2b2Tde,,,,,
3776,Malik made me feel ecstatic.,male,African-American,joy,weLqNOEDLar,,,,,
3777,Malik made me feel glad.,male,African-American,joy,Zrcq3BEs9ir,,,,,
3778,Malik made me feel relieved.,male,African-American,joy,QlLPIvEDTaM,,,,,
3779,Malik made me feel excited.,male,African-American,joy,QrTq3AHWcaM,,,,,
3780,Terrence made me feel angry.,male,African-American,anger,QMLPNGEscdM,,,,,
3781,Terrence made me feel furious.,male,African-American,anger,JMcx3gHDLir,,,,,
3782,Terrence made me feel irritated.,male,African-American,anger,JM9pScbD9Or,,,,,
3783,Terrence made me feel enraged.,male,African-American,anger,JrTqSnHsTaM,,,,,
3784,Terrence made me feel annoyed.,male,African-American,anger,ZlTqSIbWTOM,,,,,
3785,Terrence made me feel sad.,male,African-American,sadness,JMTPSPbDcdM,,,,,
3786,Terrence made me feel depressed.,male,African-American,sadness,ZrTpIXYsLde,,,,,
3787,Terrence made me feel devastated.,male,African-American,sadness,JrLxN-fDcdl,,,,,
3788,Terrence made me feel miserable.,male,African-American,sadness,JlTqS_Y2cOr,,,,,
3789,Terrence made me feel disappointed.,male,African-American,sadness,Zl9pIMYsLir,,,,,
3790,Terrence made me feel terrified.,male,African-American,fear,ZM9PIwYW9ar,,,,,
3791,Terrence made me feel discouraged.,male,African-American,fear,JMcPSsfWTOr,,,,,
3792,Terrence made me feel scared.,male,African-American,fear,ZlLPIazsTil,,,,,
3793,Terrence made me feel anxious.,male,African-American,fear,ZrLx3Cfs9iM,,,,,
3794,Terrence made me feel fearful.,male,African-American,fear,ZeTpIv_s9Or,,,,,
3795,Terrence made me feel happy.,male,African-American,joy,Je9PNVzWcaM,,,,,
3796,Terrence made me feel ecstatic.,male,African-American,joy,wl9pNy_DLOM,,,,,
3797,Terrence made me feel glad.,male,African-American,joy,ZrTx30z2LOM,,,,,
3798,Terrence made me feel relieved.,male,African-American,joy,Jr9PS9zWcdM,,,,,
3799,Terrence made me feel excited.,male,African-American,joy,ZeTPSn_WTiM,,,,,
3800,Adam made me feel angry.,male,European,anger,JeLPNS_29il,,,,,
3801,Adam made me feel furious.,male,European,anger,QlLxIqY2TOl,,,,,
3802,Adam made me feel irritated.,male,European,anger,weLqIFl29Ol,,,,,
3803,Adam made me feel enraged.,male,European,anger,wrTq3HM2ciM,,,,,
3804,Adam made me feel annoyed.,male,European,anger,QMcxSzeDcie,,,,,
3805,Adam made me feel sad.,male,European,sadness,ZMTxNMl2TdM,,,,,
3806,Adam made me feel depressed.,male,European,sadness,QrcpNZrsTar,,,,,
3807,Adam made me feel devastated.,male,European,sadness,Ql9pN2eD9ir,,,,,
3808,Adam made me feel miserable.,male,European,sadness,JlcxNarWTir,,,,,
3809,Adam made me feel disappointed.,male,European,sadness,QMTPN1esLaM,,,,,
3810,Adam made me feel terrified.,male,European,fear,ZecPI5rs9aM,,,,,
3811,Adam made me feel discouraged.,male,European,fear,wMTq3oeWTaM,,,,,
3812,Adam made me feel scared.,male,European,fear,ZeTP3tMWTae,,,,,
3813,Adam made me feel anxious.,male,European,fear,JeTxN8eWLOe,,,,,
3814,Adam made me feel fearful.,male,European,fear,wrcpILeDcdr,,,,,
3815,Adam made me feel happy.,male,European,joy,JrLP3nl29ae,,,,,
3816,Adam made me feel ecstatic.,male,European,joy,weLpI3e2LOe,,,,,
3817,Adam made me feel glad.,male,European,joy,JM9PIprWTOM,,,,,
3818,Adam made me feel relieved.,male,European,joy,JeTpNUw2cde,,,,,
3819,Adam made me feel excited.,male,European,joy,QeTxIEZW9de,,,,,
3820,Harry made me feel angry.,male,European,anger,JMTPSYws9dM,,,,,
3821,Harry made me feel furious.,male,European,anger,QeTp3MJs9Oe,,,,,
3822,Harry made me feel irritated.,male,European,anger,ZlTqIwZD9de,,,,,
3823,Harry made me feel enraged.,male,European,anger,Ze9PSWwWLdM,,,,,
3824,Harry made me feel annoyed.,male,European,anger,JecpIdJDciM,,,,,
3825,Harry made me feel sad.,male,European,sadness,JrLpI1QDTde,,,,,
3826,Harry made me feel depressed.,male,European,sadness,QecpSRJDcOe,,,,,
3827,Harry made me feel devastated.,male,European,sadness,JrLPNoQs9dl,,,,,
3828,Harry made me feel miserable.,male,European,sadness,weTPIGZWTdr,,,,,
3829,Harry made me feel disappointed.,male,European,sadness,QrcxI7ZDTiM,,,,,
3830,Harry made me feel terrified.,male,European,fear,JlcpI9JW9ae,,,,,
3831,Harry made me feel discouraged.,male,European,fear,ZMcqSkZ29de,,,,,
3832,Harry made me feel scared.,male,European,fear,QlLP3SJsLal,,,,,
3833,Harry made me feel anxious.,male,European,fear,Je9q3PwD9iM,,,,,
3834,Harry made me feel fearful.,male,European,fear,wlcx3XWDTdr,,,,,
3835,Harry made me feel happy.,male,European,joy,ZrcqN-22LiM,,,,,
3836,Harry made me feel ecstatic.,male,European,joy,ZeTxIYsDLiM,,,,,
3837,Harry made me feel glad.,male,European,joy,ZrTpNMD2TaM,,,,,
3838,Harry made me feel relieved.,male,European,joy,QeLpNZ2DcOl,,,,,
3839,Harry made me feel excited.,male,European,joy,Zl9qND2Dcae,,,,,
3840,Josh made me feel angry.,male,European,anger,JrTxIiDWLOr,,,,,
3841,Josh made me feel furious.,male,European,anger,QrcPN1DWcae,,,,,
3842,Josh made me feel irritated.,male,European,anger,ZeLx35DDcae,,,,,
3843,Josh made me feel enraged.,male,European,anger,Jl9pNosscdM,,,,,
3844,Josh made me feel annoyed.,male,European,anger,ZeTxNt2DcOe,,,,,
3845,Josh made me feel sad.,male,European,sadness,JMcP38WsTar,,,,,
3846,Josh made me feel depressed.,male,European,sadness,JrLPS9WsLal,,,,,
3847,Josh made me feel devastated.,male,European,sadness,QecqIKsscdr,,,,,
3848,Josh made me feel miserable.,male,European,sadness,ZrTx33DWTiM,,,,,
3849,Josh made me feel disappointed.,male,European,sadness,Zr9p3qsDcOe,,,,,
3850,Josh made me feel terrified.,male,European,fear,ZMLPNXd2cae,,,,,
3851,Josh made me feel discouraged.,male,European,fear,wMLPN-isTal,,,,,
3852,Josh made me feel scared.,male,European,fear,QrTpSfOs9OM,,,,,
3853,Josh made me feel anxious.,male,European,fear,ZMTxIra2cde,,,,,
3854,Josh made me feel fearful.,male,European,fear,ZMTPIZaD9Or,,,,,
3855,Josh made me feel happy.,male,European,joy,wM9qS2d29Oe,,,,,
3856,Josh made me feel ecstatic.,male,European,joy,QrLpNad2cOM,,,,,
3857,Josh made me feel glad.,male,European,joy,wlLpN6OWLOM,,,,,
3858,Josh made me feel relieved.,male,European,joy,QrLPIudDLar,,,,,
3859,Josh made me feel excited.,male,European,joy,ZeLp3Aascal,,,,,
3860,Roger made me feel angry.,male,European,anger,JMTpSja2Lal,,,,,
3861,Roger made me feel furious.,male,European,anger,JeLq38aDTir,,,,,
3862,Roger made me feel irritated.,male,European,anger,ZrLxNcOsTOr,,,,,
3863,Roger made me feel enraged.,male,European,anger,wrLx3KaD9il,,,,,
3864,Roger made me feel annoyed.,male,European,anger,JMLPNSODTil,,,,,
3865,Roger made me feel sad.,male,European,sadness,Zr9pNPa2cOe,,,,,
3866,Roger made me feel depressed.,male,European,sadness,wlLpNX6DTOr,,,,,
3867,Roger made me feel devastated.,male,European,sadness,ZMcqNbCDLOr,,,,,
3868,Roger made me feel miserable.,male,European,sadness,QMTPIf1W9de,,,,,
3869,Roger made me feel disappointed.,male,European,sadness,JeTqSr6DLOe,,,,,
3870,Roger made me feel terrified.,male,European,fear,wrTpIJ1sTde,,,,,
3871,Roger made me feel discouraged.,male,European,fear,ZrTxN2B29ae,,,,,
3872,Roger made me feel scared.,male,European,fear,wr9PIO12LOM,,,,,
3873,Roger made me feel anxious.,male,European,fear,Ql9pICBD9al,,,,,
3874,Roger made me feel fearful.,male,European,fear,wM9pIvBDLdr,,,,,
3875,Roger made me feel happy.,male,European,joy,ZlTq3A6sLaM,,,,,
3876,Roger made me feel ecstatic.,male,European,joy,JrTPSGB2Tae,,,,,
3877,Roger made me feel glad.,male,European,joy,ZrTxS81sTae,,,,,
3878,Roger made me feel relieved.,male,European,joy,wlcxN9BW9Or,,,,,
3879,Roger made me feel excited.,male,European,joy,QeTpSh1DTOl,,,,,
3880,Alan made me feel angry.,male,European,anger,wl9x3N62cOr,,,,,
3881,Alan made me feel furious.,male,European,anger,Zl9PNq1D9Oe,,,,,
3882,Alan made me feel irritated.,male,European,anger,Zl9PSUvDTde,,,,,
3883,Alan made me feel enraged.,male,European,anger,ZrcpNbRDcal,,,,,
3884,Alan made me feel annoyed.,male,European,anger,JMTx3_RWLde,,,,,
3885,Alan made me feel sad.,male,European,sadness,Zl9pNevsLie,,,,,
3886,Alan made me feel depressed.,male,European,sadness,QrcqSQRWcir,,,,,
3887,Alan made me feel devastated.,male,European,sadness,ZrLqID5s9de,,,,,
3888,Alan made me feel miserable.,male,European,sadness,QeTqIdR2cOl,,,,,
3889,Alan made me feel disappointed.,male,European,sadness,QMcqN1RDTOr,,,,,
3890,Alan made me feel terrified.,male,European,fear,wl9pIR5s9ir,,,,,
3891,Alan made me feel discouraged.,male,European,fear,JrcpIARsLal,,,,,
3892,Alan made me feel scared.,male,European,fear,QrLqNyvWLOl,,,,,
3893,Alan made me feel anxious.,male,European,fear,JM9PIgus9aM,,,,,
3894,Alan made me feel fearful.,male,European,fear,wM9qI9vDTil,,,,,
3895,Alan made me feel happy.,male,European,joy,QrTP3k5WLil,,,,,
3896,Alan made me feel ecstatic.,male,European,joy,JeLPNI5DLdM,,,,,
3897,Alan made me feel glad.,male,European,joy,weLx3nar,,,,,
3898,Alan made me feel relieved.,male,European,joy,Zr9pNHnOl,,,,,
3899,Alan made me feel excited.,male,European,joy,wMTP3zKdM,,,,,
3900,Frank made me feel angry.,male,European,anger,JlLPIenil,,,,,
3901,Frank made me feel furious.,male,European,anger,JlLPNQkOl,,,,,
3902,Frank made me feel irritated.,male,European,anger,ZlTxIsKil,,,,,
3903,Frank made me feel enraged.,male,European,anger,wrcP3anOl,,,,,
3904,Frank made me feel annoyed.,male,European,anger,wr9PS1ndr,,,,,
3905,Frank made me feel sad.,male,European,sadness,we9xI5kae,,,,,
3906,Frank made me feel depressed.,male,European,sadness,QrLqSokil,,,,,
3907,Frank made me feel devastated.,male,European,sadness,ZrTPStKae,,,,,
3908,Frank made me feel miserable.,male,European,sadness,JMcPI0kdM,,,,,
3909,Frank made me feel disappointed.,male,European,sadness,weLPIckal,,,,,
3910,Frank made me feel terrified.,male,European,fear,Qe9pSkkOM,,,,,
3911,Frank made me feel discouraged.,male,European,fear,Zr9pI3nir,,,,,
3912,Frank made me feel scared.,male,European,fear,ZlcpSPkir,,,,,
3913,Frank made me feel anxious.,male,European,fear,weLx3mHnal,,,,,
3914,Frank made me feel fearful.,male,European,fear,QecxI-bKir,,,,,
3915,Frank made me feel happy.,male,European,joy,wlLqNYbKil,,,,,
3916,Frank made me feel ecstatic.,male,European,joy,Jl9pIr-niM,,,,,
3917,Frank made me feel glad.,male,European,joy,Je9PSJbkdr,,,,,
3918,Frank made me feel relieved.,male,European,joy,we9xIWHkdr,,,,,
3919,Frank made me feel excited.,male,European,joy,JMLpNdbhOl,,,,,
3920,Justin made me feel angry.,male,European,anger,QeTpI6-nir,,,,,
3921,Justin made me feel furious.,male,European,anger,ZecpIRbnal,,,,,
3922,Justin made me feel irritated.,male,European,anger,JrLq34bnal,,,,,
3923,Justin made me feel enraged.,male,European,anger,wrLPSGHKal,,,,,
3924,Justin made me feel annoyed.,male,European,anger,QecxIgEhiM,,,,,
3925,Justin made me feel sad.,male,European,sadness,ZlcPNTEKdl,,,,,
3926,Justin made me feel depressed.,male,European,sadness,ZrcqIKbKdr,,,,,
3927,Justin made me feel devastated.,male,European,sadness,QrTqNNbhaM,,,,,
3928,Justin made me feel miserable.,male,European,sadness,ZMLqIxEhdr,,,,,
3929,Justin made me feel disappointed.,male,European,sadness,ZlLP3Fzhae,,,,,
3930,Justin made me feel terrified.,male,European,fear,JeTpSH_KaM,,,,,
3931,Justin made me feel discouraged.,male,European,fear,QlcPNYfhOl,,,,,
3932,Justin made me feel scared.,male,European,fear,JeLpNlznOM,,,,,
3933,Justin made me feel anxious.,male,European,fear,wr9PSJ_ndl,,,,,
3934,Justin made me feel fearful.,male,European,fear,ZeTq3WYndr,,,,,
3935,Justin made me feel happy.,male,European,joy,wecp3i_Kde,,,,,
3936,Justin made me feel ecstatic.,male,European,joy,Zl9qICfkaM,,,,,
3937,Justin made me feel glad.,male,European,joy,wMTqIuzkae,,,,,
3938,Justin made me feel relieved.,male,European,joy,JlTpIA_hdr,,,,,
3939,Justin made me feel excited.,male,European,joy,Zl9pNGfnOl,,,,,
3940,Ryan made me feel angry.,male,European,anger,JMLPN0fKde,,,,,
3941,Ryan made me feel furious.,male,European,anger,ZeTp3cYhdM,,,,,
3942,Ryan made me feel irritated.,male,European,anger,Zl9p3h_hdM,,,,,
3943,Ryan made me feel enraged.,male,European,anger,QlLpNIYKar,,,,,
3944,Ryan made me feel annoyed.,male,European,anger,QecxIxzkie,,,,,
3945,Ryan made me feel sad.,male,European,sadness,Je9PIFekaM,,,,,
3946,Ryan made me feel depressed.,male,European,sadness,QecqSHlhal,,,,,
3947,Ryan made me feel devastated.,male,European,sadness,JrLqSfrKae,,,,,
3948,Ryan made me feel miserable.,male,European,sadness,ZMTpIlrkar,,,,,
3949,Ryan made me feel disappointed.,male,European,sadness,wlLx3QlnaM,,,,,
3950,Ryan made me feel terrified.,male,European,fear,ZrTqI2MKdl,,,,,
3951,Ryan made me feel discouraged.,male,European,fear,QrcxIiekOl,,,,,
3952,Ryan made me feel scared.,male,European,fear,Jr9P31rkae,,,,,
3953,Ryan made me feel anxious.,male,European,fear,QMcPSvehdr,,,,,
3954,Ryan made me feel fearful.,male,European,fear,ZrcxI4lnaM,,,,,
3955,Ryan made me feel happy.,male,European,joy,Jl9PSyeKal,,,,,
3956,Ryan made me feel ecstatic.,male,European,joy,Zecq30lhiM,,,,,
3957,Ryan made me feel glad.,male,European,joy,JMTxILekOr,,,,,
3958,Ryan made me feel relieved.,male,European,joy,ZlcxIkMKOl,,,,,
3959,Ryan made me feel excited.,male,European,joy,wMcp3SrnOr,,,,,
3960,Andrew made me feel angry.,male,European,anger,JecxIxrKOr,,,,,
3961,Andrew made me feel furious.,male,European,anger,ZrcP3FwhdM,,,,,
3962,Andrew made me feel irritated.,male,European,anger,Zr9qIHJkaM,,,,,
3963,Andrew made me feel enraged.,male,European,anger,wMcP3YZKdM,,,,,
3964,Andrew made me feel annoyed.,male,European,anger,JeTqNrwhal,,,,,
3965,Andrew made me feel sad.,male,European,sadness,wrTPNJJnde,,,,,
3966,Andrew made me feel depressed.,male,European,sadness,QrLp3DQkal,,,,,
3967,Andrew made me feel devastated.,male,European,sadness,wlLpSdQkOe,,,,,
3968,Andrew made me feel miserable.,male,European,sadness,QlLpICJhaM,,,,,
3969,Andrew made me feel disappointed.,male,European,sadness,Jl9PIvZhae,,,,,
3970,Andrew made me feel terrified.,male,European,fear,wl9pSAQKdM,,,,,
3971,Andrew made me feel discouraged.,male,European,fear,ZlcqSjJhdM,,,,,
3972,Andrew made me feel scared.,male,European,fear,JM9qS0QkdM,,,,,
3973,Andrew made me feel anxious.,male,European,fear,Jl9qIcwhie,,,,,
3974,Andrew made me feel fearful.,male,European,fear,wrLx3kJhar,,,,,
