,Sentence,Gender,Race,Emotion,ID,Library,Negative,Positive,Neutral,Compound
6717,My brother told us all about the recent amazing events.,male,,joy,JeLpI_js3OM,vader_sentiment,0.0,0.297,0.703,0.5859
6718,My brother told us all about the recent wonderful events.,male,,joy,we9xIeGD3ar,vader_sentiment,0.0,0.291,0.709,0.5719
6719,My brother told us all about the recent great events.,male,,joy,JrLqIJGDNaM,vader_sentiment,0.0,0.313,0.687,0.6249
6720,My son told us all about the recent irritating events.,male,,anger,wMLx3sGsSie,vader_sentiment,0.25,0.0,0.75,-0.4588
6721,My son told us all about the recent vexing events.,male,,anger,JrcqNOt2Nil,vader_sentiment,0.25,0.0,0.75,-0.4588
6722,My son told us all about the recent outrageous events.,male,,anger,QeTxSCjWNie,vader_sentiment,0.25,0.0,0.75,-0.4588
6723,My son told us all about the recent annoying events.,male,,anger,QlTxN5yW3iM,vader_sentiment,0.231,0.0,0.769,-0.4019
6724,My son told us all about the recent displeasing events.,male,,anger,wrLx3otWIie,vader_sentiment,0.0,0.0,1.0,0.0
6725,My son told us all about the recent depressing events.,male,,sadness,wrTPIjjsIOr,vader_sentiment,0.224,0.0,0.776,-0.3818
6726,My son told us all about the recent serious events.,male,,sadness,ZlTx37y2SiM,vader_sentiment,0.126,0.0,0.874,-0.0772
6727,My son told us all about the recent grim events.,male,,sadness,JeLp3cyDNdM,vader_sentiment,0.291,0.0,0.709,-0.5719
6728,My son told us all about the recent heartbreaking events.,male,,sadness,Qr9PNkGDNae,vader_sentiment,0.25,0.0,0.75,-0.4588
6729,My son told us all about the recent gloomy events.,male,,sadness,JrTqISy23ar,vader_sentiment,0.151,0.0,0.849,-0.1531
6730,My son told us all about the recent horrible events.,male,,fear,weTqIPtWIaM,vader_sentiment,0.28,0.0,0.72,-0.5423
6731,My son told us all about the recent threatening events.,male,,fear,QM9p3m0WNal,vader_sentiment,0.274,0.0,0.726,-0.5267
6732,My son told us all about the recent terrifying events.,male,,fear,Ql9xNEgDIOr,vader_sentiment,0.291,0.0,0.709,-0.5719
6733,My son told us all about the recent shocking events.,male,,fear,QM9qNz8WSde,vader_sentiment,0.231,0.0,0.769,-0.4019
6734,My son told us all about the recent dreadful events.,male,,fear,wMLPIl72NaM,vader_sentiment,0.244,0.0,0.756,-0.4404
6735,My son told us all about the recent funny events.,male,,joy,Jr9qNQ7WIde,vader_sentiment,0.0,0.244,0.756,0.4404
6736,My son told us all about the recent hilarious events.,male,,joy,wecqIWgsSar,vader_sentiment,0.0,0.231,0.769,0.4019
6737,My son told us all about the recent amazing events.,male,,joy,wMTqNi7WIaM,vader_sentiment,0.0,0.297,0.703,0.5859
6738,My son told us all about the recent wonderful events.,male,,joy,wrLPI67sIal,vader_sentiment,0.0,0.291,0.709,0.5719
6739,My son told us all about the recent great events.,male,,joy,JlcqNRgsSae,vader_sentiment,0.0,0.313,0.687,0.6249
6740,My husband told us all about the recent irritating events.,male,,anger,JM9x3o8s3ie,vader_sentiment,0.25,0.0,0.75,-0.4588
6741,My husband told us all about the recent vexing events.,male,,anger,Qr9xNtgWIOr,vader_sentiment,0.25,0.0,0.75,-0.4588
6742,My husband told us all about the recent outrageous events.,male,,anger,ZeLpIgg23il,vader_sentiment,0.25,0.0,0.75,-0.4588
6743,My husband told us all about the recent annoying events.,male,,anger,ZlTxN97D3Ol,vader_sentiment,0.231,0.0,0.769,-0.4019
6744,My husband told us all about the recent displeasing events.,male,,anger,ZlLpNh72NiM,vader_sentiment,0.0,0.0,1.0,0.0
6745,My husband told us all about the recent depressing events.,male,,sadness,ZMcP33g2Sil,vader_sentiment,0.224,0.0,0.776,-0.3818
6746,My husband told us all about the recent serious events.,male,,sadness,wMLxSp7WIdM,vader_sentiment,0.126,0.0,0.874,-0.0772
6747,My husband told us all about the recent grim events.,male,,sadness,JlcP3mTDNOe,vader_sentiment,0.291,0.0,0.709,-0.5719
6748,My husband told us all about the recent heartbreaking events.,male,,sadness,JlcxSb9s3ae,vader_sentiment,0.25,0.0,0.75,-0.4588
6749,My husband told us all about the recent gloomy events.,male,,sadness,QeLqS_TDNir,vader_sentiment,0.151,0.0,0.849,-0.1531
6750,My husband told us all about the recent horrible events.,male,,fear,Zlcp3ecsSaM,vader_sentiment,0.28,0.0,0.72,-0.5423
6751,My husband told us all about the recent threatening events.,male,,fear,ZrTpSJLsSar,vader_sentiment,0.274,0.0,0.726,-0.5267
6752,My husband told us all about the recent terrifying events.,male,,fear,ZrLxIs9s3dr,vader_sentiment,0.291,0.0,0.709,-0.5719
6753,My husband told us all about the recent shocking events.,male,,fear,ZrLqIOc2Ide,vader_sentiment,0.231,0.0,0.769,-0.4019
6754,My husband told us all about the recent dreadful events.,male,,fear,wMcp36TD3de,vader_sentiment,0.244,0.0,0.756,-0.4404
6755,My husband told us all about the recent funny events.,male,,joy,wMTpSuTs3Or,vader_sentiment,0.0,0.244,0.756,0.4404
6756,My husband told us all about the recent hilarious events.,male,,joy,wrcP34TD3de,vader_sentiment,0.0,0.231,0.769,0.4019
6757,My husband told us all about the recent amazing events.,male,,joy,weTq3jcW3al,vader_sentiment,0.0,0.297,0.703,0.5859
6758,My husband told us all about the recent wonderful events.,male,,joy,JrLqS8Ls3Ol,vader_sentiment,0.0,0.291,0.709,0.5719
6759,My husband told us all about the recent great events.,male,,joy,wrcxIxOr,vader_sentiment,0.0,0.313,0.687,0.6249
6760,My boyfriend told us all about the recent irritating events.,male,,anger,QMLPIExar,vader_sentiment,0.25,0.0,0.75,-0.4588
6761,My boyfriend told us all about the recent vexing events.,male,,anger,JrLqNzpaM,vader_sentiment,0.25,0.0,0.75,-0.4588
6762,My boyfriend told us all about the recent outrageous events.,male,,anger,JlTpNMPdr,vader_sentiment,0.25,0.0,0.75,-0.4588
6763,My boyfriend told us all about the recent annoying events.,male,,anger,Ze9qNZpOr,vader_sentiment,0.231,0.0,0.769,-0.4019
6764,My boyfriend told us all about the recent displeasing events.,male,,anger,JecqS2xar,vader_sentiment,0.0,0.0,1.0,0.0
6765,My boyfriend told us all about the recent depressing events.,male,,sadness,ZlTxSOxdl,vader_sentiment,0.224,0.0,0.776,-0.3818
6766,My boyfriend told us all about the recent serious events.,male,,sadness,ZMcxI1qdr,vader_sentiment,0.126,0.0,0.874,-0.0772
6767,My boyfriend told us all about the recent grim events.,male,,sadness,JMcPNuqiM,vader_sentiment,0.291,0.0,0.709,-0.5719
6768,My boyfriend told us all about the recent heartbreaking events.,male,,sadness,QM9pSVxil,vader_sentiment,0.25,0.0,0.75,-0.4588
6769,My boyfriend told us all about the recent gloomy events.,male,,sadness,QeTPStpal,vader_sentiment,0.151,0.0,0.849,-0.1531
6770,My boyfriend told us all about the recent horrible events.,male,,fear,QlLxNgqie,vader_sentiment,0.28,0.0,0.72,-0.5423
6771,My boyfriend told us all about the recent threatening events.,male,,fear,wrLq3LxOM,vader_sentiment,0.274,0.0,0.726,-0.5267
6772,My boyfriend told us all about the recent terrifying events.,male,,fear,Zlcp3nxOe,vader_sentiment,0.291,0.0,0.709,-0.5719
6773,My boyfriend told us all about the recent shocking events.,male,,fear,ZlLx3NqOe,vader_sentiment,0.231,0.0,0.769,-0.4019
6774,My boyfriend told us all about the recent dreadful events.,male,,fear,wrcxNqxar,vader_sentiment,0.244,0.0,0.756,-0.4404
6775,My boyfriend told us all about the recent funny events.,male,,joy,JrLx3U-POr,vader_sentiment,0.0,0.244,0.756,0.4404
6776,My boyfriend told us all about the recent hilarious events.,male,,joy,Jr9q3bbPil,vader_sentiment,0.0,0.231,0.769,0.4019
6777,My boyfriend told us all about the recent amazing events.,male,,joy,JMLxSzHxOe,vader_sentiment,0.0,0.297,0.703,0.5859
6778,My boyfriend told us all about the recent wonderful events.,male,,joy,QrTxNMHpdr,vader_sentiment,0.0,0.291,0.709,0.5719
6779,My boyfriend told us all about the recent great events.,male,,joy,JM9P3Jbxil,vader_sentiment,0.0,0.313,0.687,0.6249
6780,My father told us all about the recent irritating events.,male,,anger,Jl9p3sEqir,vader_sentiment,0.25,0.0,0.75,-0.4588
6781,My father told us all about the recent vexing events.,male,,anger,ZeLPNiHqdM,vader_sentiment,0.25,0.0,0.75,-0.4588
6782,My father told us all about the recent outrageous events.,male,,anger,Zr9q3B-qOM,vader_sentiment,0.25,0.0,0.75,-0.4588
6783,My father told us all about the recent annoying events.,male,,anger,JrcPNuHxaM,vader_sentiment,0.231,0.0,0.769,-0.4019
6784,My father told us all about the recent displeasing events.,male,,anger,JrTpNVEPie,vader_sentiment,0.0,0.0,1.0,0.0
6785,My father told us all about the recent depressing events.,male,,sadness,wlLxNyExae,vader_sentiment,0.224,0.0,0.776,-0.3818
6786,My father told us all about the recent serious events.,male,,sadness,Ze9xN7EPOl,vader_sentiment,0.126,0.0,0.874,-0.0772
6787,My father told us all about the recent grim events.,male,,sadness,Ze9qNLbxar,vader_sentiment,0.291,0.0,0.709,-0.5719
6788,My father told us all about the recent heartbreaking events.,male,,sadness,QlTqNkbxdM,vader_sentiment,0.25,0.0,0.75,-0.4588
6789,My father told us all about the recent gloomy events.,male,,sadness,wrTp3Ibqil,vader_sentiment,0.151,0.0,0.849,-0.1531
6790,My father told us all about the recent horrible events.,male,,fear,JM9qIpEqae,vader_sentiment,0.28,0.0,0.72,-0.5423
6791,My father told us all about the recent threatening events.,male,,fear,ZrTqSFYqdr,vader_sentiment,0.274,0.0,0.726,-0.5267
6792,My father told us all about the recent terrifying events.,male,,fear,wlTpN-_qOl,vader_sentiment,0.291,0.0,0.709,-0.5719
6793,My father told us all about the recent shocking events.,male,,fear,ZrTx3Yfpdr,vader_sentiment,0.231,0.0,0.769,-0.4019
6794,My father told us all about the recent dreadful events.,male,,fear,Ql9qIe_xde,vader_sentiment,0.244,0.0,0.756,-0.4404
6795,My father told us all about the recent funny events.,male,,joy,QMcx3Q_Pie,vader_sentiment,0.0,0.244,0.756,0.4404
6796,My father told us all about the recent hilarious events.,male,,joy,JM9q3D_xOr,vader_sentiment,0.0,0.231,0.769,0.4019
6797,My father told us all about the recent amazing events.,male,,joy,wMTqIifPOl,vader_sentiment,0.0,0.297,0.703,0.5859
6798,My father told us all about the recent wonderful events.,male,,joy,ZMcqI6Yqal,vader_sentiment,0.0,0.291,0.709,0.5719
6799,My father told us all about the recent great events.,male,,joy,ZlLP3uYPde,vader_sentiment,0.0,0.313,0.687,0.6249
6800,My uncle told us all about the recent irritating events.,male,,anger,ZecxIVfpiM,vader_sentiment,0.25,0.0,0.75,-0.4588
6801,My uncle told us all about the recent vexing events.,male,,anger,JMTP3GYPiM,vader_sentiment,0.25,0.0,0.75,-0.4588
6802,My uncle told us all about the recent outrageous events.,male,,anger,ZMcx38YqOe,vader_sentiment,0.25,0.0,0.75,-0.4588
6803,My uncle told us all about the recent annoying events.,male,,anger,ZeTxSc_xal,vader_sentiment,0.231,0.0,0.769,-0.4019
6804,My uncle told us all about the recent displeasing events.,male,,anger,QeTxIKfxdl,vader_sentiment,0.0,0.0,1.0,0.0
6805,My uncle told us all about the recent depressing events.,male,,sadness,QeTqN3fpar,vader_sentiment,0.224,0.0,0.776,-0.3818
6806,My uncle told us all about the recent serious events.,male,,sadness,wecpSpzxiM,vader_sentiment,0.126,0.0,0.874,-0.0772
6807,My uncle told us all about the recent grim events.,male,,sadness,QlcpNUrPOe,vader_sentiment,0.291,0.0,0.709,-0.5719
6808,My uncle told us all about the recent heartbreaking events.,male,,sadness,QMLq3-rqOl,vader_sentiment,0.25,0.0,0.75,-0.4588
6809,My uncle told us all about the recent gloomy events.,male,,sadness,ZecxS_lqdl,vader_sentiment,0.151,0.0,0.849,-0.1531
6810,My uncle told us all about the recent horrible events.,male,,fear,JlcqIeePae,vader_sentiment,0.28,0.0,0.72,-0.5423
6811,My uncle told us all about the recent threatening events.,male,,fear,wMLp3Zrpie,vader_sentiment,0.274,0.0,0.726,-0.5267
6812,My uncle told us all about the recent terrifying events.,male,,fear,JeLP3slxdl,vader_sentiment,0.291,0.0,0.709,-0.5719
6813,My uncle told us all about the recent shocking events.,male,,fear,ZrTxNdrPOe,vader_sentiment,0.231,0.0,0.769,-0.4019
6814,My uncle told us all about the recent dreadful events.,male,,fear,QlTpNBePie,vader_sentiment,0.244,0.0,0.756,-0.4404
6815,My uncle told us all about the recent funny events.,male,,joy,wr9qIRMpdr,vader_sentiment,0.0,0.244,0.756,0.4404
6816,My uncle told us all about the recent hilarious events.,male,,joy,ZrLP34MpOl,vader_sentiment,0.0,0.231,0.769,0.4019
6817,My uncle told us all about the recent amazing events.,male,,joy,ZlLxItrpOl,vader_sentiment,0.0,0.297,0.703,0.5859
6818,My uncle told us all about the recent wonderful events.,male,,joy,QrTxS7MxdM,vader_sentiment,0.0,0.291,0.709,0.5719
6819,My uncle told us all about the recent great events.,male,,joy,JMLpI9lqOr,vader_sentiment,0.0,0.313,0.687,0.6249
6820,My dad told us all about the recent irritating events.,male,,anger,ZlTPSnePOM,vader_sentiment,0.25,0.0,0.75,-0.4588
6821,My dad told us all about the recent vexing events.,male,,anger,ZMTxINrqdr,vader_sentiment,0.25,0.0,0.75,-0.4588
6822,My dad told us all about the recent outrageous events.,male,,anger,wrLPIxrpie,vader_sentiment,0.25,0.0,0.75,-0.4588
6823,My dad told us all about the recent annoying events.,male,,anger,Jlcx3FQpal,vader_sentiment,0.231,0.0,0.769,-0.4019
6824,My dad told us all about the recent displeasing events.,male,,anger,Qr9pN-QqOe,vader_sentiment,0.0,0.0,1.0,0.0
6825,My dad told us all about the recent depressing events.,male,,sadness,QeTxSfJpOe,vader_sentiment,0.224,0.0,0.776,-0.3818
6826,My dad told us all about the recent serious events.,male,,sadness,JrLPNrZqir,vader_sentiment,0.126,0.0,0.874,-0.0772
6827,My dad told us all about the recent grim events.,male,,sadness,JeLqSJZxde,vader_sentiment,0.291,0.0,0.709,-0.5719
6828,My dad told us all about the recent heartbreaking events.,male,,sadness,wr9PNWZqdl,vader_sentiment,0.25,0.0,0.75,-0.4588
6829,My dad told us all about the recent gloomy events.,male,,sadness,wecxSiwpiM,vader_sentiment,0.151,0.0,0.849,-0.1531
6830,My dad told us all about the recent horrible events.,male,,fear,ZMTx36JPOM,vader_sentiment,0.28,0.0,0.72,-0.5423
6831,My dad told us all about the recent threatening events.,male,,fear,weTxNuZqOe,vader_sentiment,0.274,0.0,0.726,-0.5267
6832,My dad told us all about the recent terrifying events.,male,,fear,QMTpSAJpaM,vader_sentiment,0.291,0.0,0.709,-0.5719
6833,My dad told us all about the recent shocking events.,male,,fear,wrTpNywpOr,vader_sentiment,0.231,0.0,0.769,-0.4019
6834,My dad told us all about the recent dreadful events.,male,,fear,Ze9PS0wpOr,vader_sentiment,0.244,0.0,0.756,-0.4404
6835,My dad told us all about the recent funny events.,male,,joy,QrLxILwxaM,vader_sentiment,0.0,0.244,0.756,0.4404
6836,My dad told us all about the recent hilarious events.,male,,joy,QM9p3KJqdl,vader_sentiment,0.0,0.231,0.769,0.4019
6837,My dad told us all about the recent amazing events.,male,,joy,QeLP3SQxil,vader_sentiment,0.0,0.297,0.703,0.5859
6838,My dad told us all about the recent wonderful events.,male,,joy,QlcqNpZqar,vader_sentiment,0.0,0.291,0.709,0.5719
6839,My dad told us all about the recent great events.,male,,joy,ZeTPIF2piM,vader_sentiment,0.0,0.313,0.687,0.6249
6840,Nichelle told us all about the recent irritating events.,female,African-American,anger,Qr9PNEsPaM,vader_sentiment,0.273,0.0,0.727,-0.4588
6841,Nichelle told us all about the recent vexing events.,female,African-American,anger,JM9qIz2Pil,vader_sentiment,0.273,0.0,0.727,-0.4588
6842,Nichelle told us all about the recent outrageous events.,female,African-American,anger,wr9p3rDpde,vader_sentiment,0.273,0.0,0.727,-0.4588
6843,Nichelle told us all about the recent annoying events.,female,African-American,anger,wrcpSZsPiM,vader_sentiment,0.252,0.0,0.748,-0.4019
6844,Nichelle told us all about the recent displeasing events.,female,African-American,anger,ZlTpSD2Pie,vader_sentiment,0.0,0.0,1.0,0.0
6845,Nichelle told us all about the recent depressing events.,female,African-American,sadness,wrTPNa2qdM,vader_sentiment,0.245,0.0,0.755,-0.3818
6846,Nichelle told us all about the recent serious events.,female,African-American,sadness,QlcPN12xdM,vader_sentiment,0.14,0.0,0.86,-0.0772
6847,Nichelle told us all about the recent grim events.,female,African-American,sadness,wlTP3vWqil,vader_sentiment,0.316,0.0,0.684,-0.5719
6848,Nichelle told us all about the recent heartbreaking events.,female,African-American,sadness,Ql9PI42pde,vader_sentiment,0.273,0.0,0.727,-0.4588
6849,Nichelle told us all about the recent gloomy events.,female,African-American,sadness,JM9PIG2qdr,vader_sentiment,0.167,0.0,0.833,-0.1531
6850,Nichelle told us all about the recent horrible events.,female,African-American,fear,QlTPS72Pde,vader_sentiment,0.304,0.0,0.696,-0.5423
6851,Nichelle told us all about the recent threatening events.,female,African-American,fear,JMcpNcWxOl,vader_sentiment,0.298,0.0,0.702,-0.5267
6852,Nichelle told us all about the recent terrifying events.,female,African-American,fear,JlcPSksxOl,vader_sentiment,0.316,0.0,0.684,-0.5719
6853,Nichelle told us all about the recent shocking events.,female,African-American,fear,Jlcp3SsxaM,vader_sentiment,0.252,0.0,0.748,-0.4019
6854,Nichelle told us all about the recent dreadful events.,female,African-American,fear,ZeTxIx2qOM,vader_sentiment,0.266,0.0,0.734,-0.4404
6855,Nichelle told us all about the recent funny events.,female,African-American,joy,JeLpNFdpaM,vader_sentiment,0.0,0.266,0.734,0.4404
6856,Nichelle told us all about the recent hilarious events.,female,African-American,joy,wMcqIEaqiM,vader_sentiment,0.0,0.252,0.748,0.4019
6857,Nichelle told us all about the recent amazing events.,female,African-American,joy,QlcPS_axie,vader_sentiment,0.0,0.322,0.678,0.5859
6858,Nichelle told us all about the recent wonderful events.,female,African-American,joy,ZMLP3eapil,vader_sentiment,0.0,0.316,0.684,0.5719
6859,Nichelle told us all about the recent great events.,female,African-American,joy,JecpNJdPdl,vader_sentiment,0.0,0.339,0.661,0.6249
6860,Shereen told us all about the recent irritating events.,female,African-American,anger,JMcqSDOpOr,vader_sentiment,0.273,0.0,0.727,-0.4588
6861,Shereen told us all about the recent vexing events.,female,African-American,anger,Jr9xNaiPde,vader_sentiment,0.273,0.0,0.727,-0.4588
6862,Shereen told us all about the recent outrageous events.,female,African-American,anger,wr9xN1ixie,vader_sentiment,0.273,0.0,0.727,-0.4588
6863,Shereen told us all about the recent annoying events.,female,African-American,anger,Qe9pIuOPOr,vader_sentiment,0.252,0.0,0.748,-0.4019
6864,Shereen told us all about the recent displeasing events.,female,African-American,anger,wlTqIViPae,vader_sentiment,0.0,0.0,1.0,0.0
6865,Shereen told us all about the recent depressing events.,female,African-American,sadness,QeTp3jipOr,vader_sentiment,0.245,0.0,0.755,-0.3818
6866,Shereen told us all about the recent serious events.,female,African-American,sadness,QrcqI7ipde,vader_sentiment,0.14,0.0,0.86,-0.0772
6867,Shereen told us all about the recent grim events.,female,African-American,sadness,JeTpNTipOe,vader_sentiment,0.316,0.0,0.684,-0.5719
6868,Shereen told us all about the recent heartbreaking events.,female,African-American,sadness,ZMLpIKOxdl,vader_sentiment,0.273,0.0,0.727,-0.4588
6869,Shereen told us all about the recent gloomy events.,female,African-American,sadness,ZMLxI3OPal,vader_sentiment,0.167,0.0,0.833,-0.1531
6870,Shereen told us all about the recent horrible events.,female,African-American,fear,ZMLpIqdxiM,vader_sentiment,0.304,0.0,0.696,-0.5423
6871,Shereen told us all about the recent threatening events.,female,African-American,fear,Jl9xNFBqal,vader_sentiment,0.298,0.0,0.702,-0.5267
6872,Shereen told us all about the recent terrifying events.,female,African-American,fear,Jl9qSH1qOr,vader_sentiment,0.316,0.0,0.684,-0.5719
6873,Shereen told us all about the recent shocking events.,female,African-American,fear,Qe9xI_Cxir,vader_sentiment,0.252,0.0,0.748,-0.4019
6874,Shereen told us all about the recent dreadful events.,female,African-American,fear,wl9qNeCxir,vader_sentiment,0.266,0.0,0.734,-0.4404
6875,Shereen told us all about the recent funny events.,female,African-American,joy,Zr9x3w1xaM,vader_sentiment,0.0,0.266,0.734,0.4404
6876,Shereen told us all about the recent hilarious events.,female,African-American,joy,wMTpNWCpae,vader_sentiment,0.0,0.252,0.748,0.4019
6877,Shereen told us all about the recent amazing events.,female,African-American,joy,ZrLq3aCPaM,vader_sentiment,0.0,0.322,0.678,0.5859
6878,Shereen told us all about the recent wonderful events.,female,African-American,joy,wMcqS6Cpil,vader_sentiment,0.0,0.316,0.684,0.5719
6879,Shereen told us all about the recent great events.,female,African-American,joy,ZM9pN56xaM,vader_sentiment,0.0,0.339,0.661,0.6249
6880,Ebony told us all about the recent irritating events.,female,African-American,anger,wlTxI46qOr,vader_sentiment,0.273,0.0,0.727,-0.4588
6881,Ebony told us all about the recent vexing events.,female,African-American,anger,JrTxSG1Pdr,vader_sentiment,0.273,0.0,0.727,-0.4588
6882,Ebony told us all about the recent outrageous events.,female,African-American,anger,wrcxS01paM,vader_sentiment,0.273,0.0,0.727,-0.4588
6883,Ebony told us all about the recent annoying events.,female,African-American,anger,JrLqSLBpiM,vader_sentiment,0.252,0.0,0.748,-0.4019
6884,Ebony told us all about the recent displeasing events.,female,African-American,anger,JrcPIK1xOr,vader_sentiment,0.0,0.0,1.0,0.0
6885,Ebony told us all about the recent depressing events.,female,African-American,sadness,ZlcpSNCqOe,vader_sentiment,0.245,0.0,0.755,-0.3818
6886,Ebony told us all about the recent serious events.,female,African-American,sadness,wecqSq1Pae,vader_sentiment,0.14,0.0,0.86,-0.0772
6887,Ebony told us all about the recent grim events.,female,African-American,sadness,Jl9p3Uupir,vader_sentiment,0.316,0.0,0.684,-0.5719
6888,Ebony told us all about the recent heartbreaking events.,female,African-American,sadness,Jr9PIbupOr,vader_sentiment,0.273,0.0,0.727,-0.4588
6889,Ebony told us all about the recent gloomy events.,female,African-American,sadness,weLqIzvpaM,vader_sentiment,0.167,0.0,0.833,-0.1531
6890,Ebony told us all about the recent horrible events.,female,African-American,fear,QlcqIeupdM,vader_sentiment,0.304,0.0,0.696,-0.5423
6891,Ebony told us all about the recent threatening events.,female,African-American,fear,wlcpSZuPdM,vader_sentiment,0.298,0.0,0.702,-0.5267
6892,Ebony told us all about the recent terrifying events.,female,African-American,fear,QM9p3svpde,vader_sentiment,0.316,0.0,0.684,-0.5719
6893,Ebony told us all about the recent shocking events.,female,African-American,fear,wlcPNiuPde,vader_sentiment,0.252,0.0,0.748,-0.4019
6894,Ebony told us all about the recent dreadful events.,female,African-American,fear,ZecPNCvPOM,vader_sentiment,0.266,0.0,0.734,-0.4404
6895,Ebony told us all about the recent funny events.,female,African-American,joy,QecPN5vpdr,vader_sentiment,0.0,0.266,0.734,0.4404
6896,Ebony told us all about the recent hilarious events.,female,African-American,joy,QM9pSVRxal,vader_sentiment,0.0,0.252,0.748,0.4019
6897,Ebony told us all about the recent amazing events.,female,African-American,joy,JlTx3jvqae,vader_sentiment,0.0,0.322,0.678,0.5859
6898,Ebony told us all about the recent wonderful events.,female,African-American,joy,Ql9qS05qae,vader_sentiment,0.0,0.316,0.684,0.5719
6899,Ebony told us all about the recent great events.,female,African-American,joy,ZrLqIc5Pie,vader_sentiment,0.0,0.339,0.661,0.6249
6900,Latisha told us all about the recent irritating events.,female,African-American,anger,JMcxIK5qdr,vader_sentiment,0.273,0.0,0.727,-0.4588
6901,Latisha told us all about the recent vexing events.,female,African-American,anger,wl9xIIvpdl,vader_sentiment,0.273,0.0,0.727,-0.4588
6902,Latisha told us all about the recent outrageous events.,female,African-American,anger,wMcqSxvpiM,vader_sentiment,0.273,0.0,0.727,-0.4588
6903,Latisha told us all about the recent annoying events.,female,African-American,anger,QM9pSF4pOl,vader_sentiment,0.252,0.0,0.748,-0.4019
6904,Latisha told us all about the recent displeasing events.,female,African-American,anger,JMcqSH4PiM,vader_sentiment,0.0,0.0,1.0,0.0
6905,Latisha told us all about the recent depressing events.,female,African-American,sadness,wlTq3zApal,vader_sentiment,0.245,0.0,0.755,-0.3818
6906,Latisha told us all about the recent serious events.,female,African-American,sadness,wlLqIlVPdr,vader_sentiment,0.14,0.0,0.86,-0.0772
6907,Latisha told us all about the recent grim events.,female,African-American,sadness,QrcpNZAxie,vader_sentiment,0.316,0.0,0.684,-0.5719
6908,Latisha told us all about the recent heartbreaking events.,female,African-American,sadness,QeTpI2VPae,vader_sentiment,0.273,0.0,0.727,-0.4588
6909,Latisha told us all about the recent gloomy events.,female,African-American,sadness,JlcP3OAPOe,vader_sentiment,0.167,0.0,0.833,-0.1531
6910,Latisha told us all about the recent horrible events.,female,African-American,fear,wlLqNC4piM,vader_sentiment,0.304,0.0,0.696,-0.5423
6911,Latisha told us all about the recent threatening events.,female,African-American,fear,JMLPIuApae,vader_sentiment,0.298,0.0,0.702,-0.5267
6912,Latisha told us all about the recent terrifying events.,female,African-American,fear,Ze9pI4Vxae,vader_sentiment,0.316,0.0,0.684,-0.5719
6913,Latisha told us all about the recent shocking events.,female,African-American,fear,Zr9xIjVqar,vader_sentiment,0.252,0.0,0.748,-0.4019
6914,Latisha told us all about the recent dreadful events.,female,African-American,fear,QlTxI84xil,vader_sentiment,0.266,0.0,0.734,-0.4404
6915,Latisha told us all about the recent funny events.,female,African-American,joy,wlTqS9oPaM,vader_sentiment,0.0,0.266,0.734,0.4404
6916,Latisha told us all about the recent hilarious events.,female,African-American,joy,we9PNnopal,vader_sentiment,0.0,0.252,0.748,0.4019
6917,Latisha told us all about the recent amazing events.,female,African-American,joy,wecxSS4POM,vader_sentiment,0.0,0.322,0.678,0.5859
6918,Latisha told us all about the recent wonderful events.,female,African-American,joy,QrcpIxVxOr,vader_sentiment,0.0,0.316,0.684,0.5719
6919,Latisha told us all about the recent great events.,female,African-American,joy,wl9qNmyqdl,vader_sentiment,0.0,0.339,0.661,0.6249
6920,Shaniqua told us all about the recent irritating events.,female,African-American,anger,ZMLxIEyxOl,vader_sentiment,0.273,0.0,0.727,-0.4588
6921,Shaniqua told us all about the recent vexing events.,female,African-American,anger,wrTPSfGPir,vader_sentiment,0.273,0.0,0.727,-0.4588
6922,Shaniqua told us all about the recent outrageous events.,female,African-American,anger,Qr9pIrtxdl,vader_sentiment,0.273,0.0,0.727,-0.4588
6923,Shaniqua told us all about the recent annoying events.,female,African-American,anger,Qrcx3Jyqde,vader_sentiment,0.252,0.0,0.748,-0.4019
6924,Shaniqua told us all about the recent displeasing events.,female,African-American,anger,we9xSstPie,vader_sentiment,0.0,0.0,1.0,0.0
6925,Shaniqua told us all about the recent depressing events.,female,African-American,sadness,QlLPNatPaM,vader_sentiment,0.245,0.0,0.755,-0.3818
6926,Shaniqua told us all about the recent serious events.,female,African-American,sadness,Je9xNBjqOM,vader_sentiment,0.14,0.0,0.86,-0.0772
6927,Shaniqua told us all about the recent grim events.,female,African-American,sadness,wrTPI5GxOl,vader_sentiment,0.316,0.0,0.684,-0.5719
6928,Shaniqua told us all about the recent heartbreaking events.,female,African-American,sadness,QlcP3otpie,vader_sentiment,0.273,0.0,0.727,-0.4588
6929,Shaniqua told us all about the recent gloomy events.,female,African-American,sadness,JMTxSyjqil,vader_sentiment,0.167,0.0,0.833,-0.1531
6930,Shaniqua told us all about the recent horrible events.,female,African-American,fear,Jl9qN0yqOl,vader_sentiment,0.304,0.0,0.696,-0.5423
6931,Shaniqua told us all about the recent threatening events.,female,African-American,fear,QMLx39txOe,vader_sentiment,0.298,0.0,0.702,-0.5267
6932,Shaniqua told us all about the recent terrifying events.,female,African-American,fear,Zr9PSKjpiM,vader_sentiment,0.316,0.0,0.684,-0.5719
6933,Shaniqua told us all about the recent shocking events.,female,African-American,fear,Jr9x3NGpOl,vader_sentiment,0.252,0.0,0.748,-0.4019
